"fc_country","fc_code","fc_geog1","fc_type","fc_ownership","fc_size_m2","fc_opvisits_total","fc_opvisits_TB","fc_ipdays_total","fc_ipdays_tb","ss_lab_total","ss_lab_tb","ss_rad_total","ss_rad_tb","capacity","fc_catchmentpop","fc_timespent_TB","fc_FTE_facility_clin","fc_FTE_facility_support","fc_FTE_total","fc_m2_TB","fc_beds_facility","fc_beds_TB","fc_FTE_TB_doctors","fc_FTE_TB_nurses","fc_FTE_TB_pharm","fc_FTE_TB_lab","fc_FTE_TB_rad","fc_FTE_TB_odirect","fc_FTE_TB_admin","fc_FTE_TB_support","fc_FTE_TB_vol","fc_FTE_TB","outputgroup","output","output_pop2","originaloutputdescription","output_plink","servicestatistics","met_stafftime_obs","met_stafftime_int","met_stafftime_tmst","met_stafftime_ass","met_equip_obs","met_equip_int","met_supp_obs","met_supp_int","met_TDvBU","met_FINvECON","q_bldgspace","q_stafftime_clin","q_stafftime_nurs","q_stafftime_pharm","q_stafftime_lab","q_stafftime_rad","q_stafftime_odirect","q_stafftime_admin","q_stafftime_support","q_stafftime_vol","LCU_p_bldgspace","LCU_p_stafftime_clin","LCU_p_stafftime_nurs","LCU_p_stafftime_pharm","LCU_p_stafftime_lab","LCU_p_stafftime_rad","LCU_p_stafftime_odirect","LCU_p_stafftime_admin","LCU_p_stafftime_support","LCU_p_stafftime_vol","LCU_cost_total_ohd_bldg","LCU_cost_total_ohd_staff","LCU_cost_total_ohd_transport","LCU_cost_total_ohd_other","LCU_cost_total_bldgs","LCU_cost_total_equip_med","LCU_cost_total_equip_other","LCU_cost_total_furniture","LCU_cost_total_vehicles","LCU_cost_total_training","LCU_cost_total_staff_clin","LCU_cost_total_staff_support","LCU_cost_total_staff_vol","LCU_cost_total_supplies_med","LCU_cost_total_drugs","LCU_cost_total_supplies_other","LCU_cost_total_maintenance","LCU_cost_total_utilities","LCU_cost_total_transport","LCU_cost_total_food","LCU_cost_total_other","LCU_unitcost_ohd_bldg","LCU_unitcost_ohd_staff","LCU_unitcost_ohd_transport","LCU_unitcost_ohd_other","LCU_unitcost_bldgs","LCU_unitcost_equip_med","LCU_unitcost_equip_other","LCU_unitcost_furniture","LCU_unitcost_vehicles","LCU_unitcost_training","LCU_unitcost_staff_clin","LCU_unitcost_staff_support","LCU_unitcost_staff_vol","LCU_unitcost_supplies_med","LCU_unitcost_drugs","LCU_unitcost_supplies_other","LCU_unitcost_maintenance","LCU_unitcost_utilities","LCU_unitcost_transport","LCU_unitcost_food","LCU_unitcost_other","LCU_unitcost_total","LCU_unitcost_fixed","LCU_unitcost_variable","met_currency","met_currencyyear_collection","met_USDexchangerate","met_GDPdeflator","USD_GDPpercapita","met_currencyyear_reported","USD_cost_total_ohd_bldg","USD_cost_total_ohd_staff","USD_cost_total_ohd_transport","USD_cost_total_ohd_other","USD_cost_total_bldgs","USD_cost_total_equip_med","USD_cost_total_equip_other","USD_cost_total_furniture","USD_cost_total_vehicles","USD_cost_total_training","USD_cost_total_staff_clin","USD_cost_total_staff_support","USD_cost_total_staff_vol","USD_cost_total_supplies_med","USD_cost_total_drugs","USD_cost_total_supplies_other","USD_cost_total_maintenance","USD_cost_total_utilities","USD_cost_total_transport","USD_cost_total_food","USD_cost_total_other","USD_unitcost_ohd_bldg","USD_unitcost_ohd_staff","USD_unitcost_ohd_transport","USD_unitcost_ohd_other","USD_unitcost_bldgs","USD_unitcost_equip_med","USD_unitcost_equip_other","USD_unitcost_furniture","USD_unitcost_vehicles","USD_unitcost_training","USD_unitcost_staff_clin","USD_unitcost_staff_support","USD_unitcost_staff_vol","USD_unitcost_supplies_med","USD_unitcost_drugs","USD_unitcost_supplies_other","USD_unitcost_maintenance","USD_unitcost_utilities","USD_unitcost_transport","USD_unitcost_food","USD_unitcost_other","USD_unitcost_total","USD_unitcost_fixed","USD_unitcost_variable","USD_p_bldgspace","USD_p_stafftime_clin","USD_p_stafftime_nurs","USD_p_stafftime_pharm","USD_p_stafftime_lab","USD_p_stafftime_rad","USD_p_stafftime_odirect","USD_p_stafftime_admin","USD_p_stafftime_support","USD_p_stafftime_vol","LCU_tc_fixedtradeable","LCU_tc_fixednontradeable","LCU_uc_variabletradeable","LCU_uc_variablenontradeable","LCU_tc_fixedstaff","LCU_uc_variablestaff","private","public","urban","rural","logVisitsPP_TB","logVisitsPP","logVisits","logVisitsTB","logGDP","log_USD_p_bldgspace","healthcentre","primary","secondary","tertiary","USD_unitcost_ohd"
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"OP","OP screening visit","MCH","Outpatient screening visit_MCH","op_screeningvisit_MCH",1580,NA,1,0,0,NA,NA,NA,NA,"TD","ECON",43.4796849540089,0.300632911392405,0,0,0,0,0,0,0,0,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,13561.5292235002,74838.9577790287,2067.71797833269,32555.2819070271,47524.7254512408,99.5119850089901,0,87.3514761737466,13574.3489358075,0,15828.625,0,0,3393.44657855157,0,0,0,0,0,0,0,8.58324634398747,47.3664289740688,1.30868226476753,20.6046088019159,30.0789401590131,0.0629822689930317,0,0.0552857444137637,8.59136008595414,0,10.0181170886076,0,0,2.14775099908327,0,0,0,0,0,0,0,128.817402730805,116.651534643114,12.1658680876909,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,495.988525390625,2737.10034179688,75.6230697631836,1190.65087890625,1738.13134765625,3.63947176933289,0,3.19472312927246,496.457397460938,0,578.903503417969,0,0,124.10920715332,0,0,0,0,0,0,0,0.313916802406311,1.732342004776,0.0478627011179924,0.753576517105103,1.10008311271667,0.00230346317403018,0,0.00202197674661875,0.314213544130325,0,0.366394609212875,0,0,0.0785501301288605,0,0,0,0,0,0,0,4.71126461029053,4.26632022857666,0.444944739341736,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,13761.2119140625,95709.2578125,2.14775109291077,0,74838.9609375,10.0181169509888,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,2.84769802540541
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","HIV confirmatory test",NA,"HIV confirmatory test","lab_HIVconftest",3,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",0.0803548476963401,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,25.2669293177051,266.127638277693,7.47137493741254,117.618531976841,87.8304909404071,0,0,0.0729661641472575,0,0,79.4469052975634,0,0,55.7457209170064,0,0,0,0,0,0,0,8.42230977256837,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,0,0,0.0243220547157525,0,0,26.4823017658545,0,0,18.5819069723355,0,0,0,0,0,0,0,213.193519276258,168.129310538068,45.0642087381899,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,0.924092471599579,9.73313999176025,0.273252099752426,4.30168628692627,3.21224212646484,0,0,0.00266860611736774,0,0,2.90562772750854,0,0,2.03879952430725,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0,0,0.000889535411261022,0,0,0.968542575836182,0,0,0.679599821567535,0,0,0,0,0,0,0,7.79716968536377,6.1490273475647,1.64814233779907,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,0.0729661658406258,238.18733215332,18.5819072723389,0,266.127624511719,26.4823017120361,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"OP","OP treatment visit","LTBI","Outpatient treatment visit_LTBI","op_treatmentvisit_LTBI",114,NA,0.5,0,0.5,NA,NA,NA,NA,"TD","ECON",3.13714182579558,0.175438596491228,0,0,0,0.210526315789474,0,0,0,0,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,978.490083214571,5399.77290304384,149.189778183498,2348.92540341841,3428.9991781275,84.1516069156763,0,82.8833473522785,979.415049798772,0,1428.82,0,0,2370.86117647059,0,0,0,0,0,0,0,8.58324634398747,47.3664289740688,1.30868226476753,20.6046088019159,30.0789401590131,0.738171990488389,0,0.727046906598934,8.59136008595414,0,12.5335087719298,0,0,20.7970278637771,0,0,0,0,0,0,0,151.329022162501,117.998485526794,33.3305366357069,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,35.7865142822266,197.48698425293,5.45634794235229,85.9077224731445,125.409477233887,3.07769370079041,0,3.0313093662262,35.8203430175781,0,52.2565231323242,0,0,86.7099838256836,0,0,0,0,0,0,0,0.313916802406311,1.732342004776,0.0478627011179924,0.753576517105103,1.10008311271667,0.0269973129034042,0,0.0265904329717159,0.314213544130325,0,0.458390533924103,0,0,0.760613918304443,0,0,0,0,0,0,0,5.53458690643311,4.31558227539062,1.2190043926239,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,1146.44995117188,6905.6044921875,20.7970275878906,0,5399.77294921875,12.5335083007812,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,2.84769802540541
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","Smear microscopy ZN",NA,"Smear microscopy ZN","lab_smearmicroscopy",218,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",5.83911893260072,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,1836.06353041991,19338.6083815123,542.919912118645,8546.94665698375,6382.34900833625,240.885110380377,0,1023.31451767263,0,0,6217.2296145683,0,0,6324.411508649,0,0,0,0,0,0,0,8.42230977256838,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,1.10497757055219,0,4.69410329207629,0,0,28.5194019016894,0,0,29.0110619662798,0,0,0,0,0,0,0,231.43453321395,173.904069345981,57.5304638679693,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,67.1507186889648,707.274841308594,19.8563194274902,312.589202880859,233.422943115234,8.80993938446045,0,37.4258880615234,0,0,227.383987426758,0,0,231.303970336914,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0.0404125675559044,0,0.171678379178047,0,0,1.04304587841034,0,0,1.06102740764618,0,0,0,0,0,0,0,8.46430206298828,6.36022853851318,2.10407328605652,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,1264.19958496094,17308.279296875,29.0110626220703,0,19338.607421875,28.519401550293,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","Xpert MTBRIF",NA,"Xpert MTB/RIF","lab_XpertMTBRIF",1350,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",36.1596814633531,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,11370.1181929673,119757.437224962,3362.11872183564,52928.3393895783,39523.7209231832,35298.7097765387,2554.36670705677,653.914208385658,0,0,24750.7666503948,0,0,586203.584409897,0,0,0,0,0,0,0,8.42230977256837,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,26.1471924270657,1.89212348670872,0.484380895100487,0,0,18.3339012225146,0,0,434.224877340665,0,0,0,0,0,0,0,649.187463855407,196.628685292228,452.558778563179,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,415.841613769531,4379.9130859375,122.963447570801,1935.7587890625,1445.50903320312,1290.98681640625,93.4213714599609,23.915735244751,0,0,905.214782714844,0,0,21439.341796875,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0.956286549568176,0.0692010149359703,0.017715360969305,0,0,0.67052948474884,0,0,15.8809938430786,0,0,0,0,0,0,0,23.7428646087646,7.19134044647217,16.5515232086182,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,38506.9921875,107184.296875,434.224884033203,0,119757.4375,18.3339004516602,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","Sputum collection",NA,"Smear induction","lab_smearinduction",1568,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",41.9988003959538,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,13206.1817233872,139096.045606474,3905.03863395429,61475.286046562,45906.0699315195,0,0,103.045615305935,0,0,12776.6920519569,0,0,68036,0,0,0,0,0,0,0,8.42230977256837,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,0,0,0.0657178669042955,0,0,8.14840054333984,0,0,43.390306122449,0,0,0,0,0,0,0,219.709413016046,168.170706350257,51.5387066657888,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,482.992340087891,5087.1875,142.819763183594,2248.34790039062,1678.93188476562,0,0,3.76870799064636,0,0,467.284545898438,0,0,2488.29443359375,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0,0,0.00240351282991469,0,0,0.298013091087341,0,0,1.58692240715027,0,0,0,0,0,0,0,8.03547668457031,6.15054130554199,1.88493549823761,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,103.045616149902,124492.578125,43.3903045654297,0,139096.046875,8.14840030670166,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"OP","OP vaccinations",NA,"Outpatient vaccinations","op_vaccinations",1500,NA,1,0,0,NA,NA,NA,NA,"TD","ECON",41.2781819183628,0,0.386666666666667,0,0,0,0,0,0,0,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,12874.8695159812,71049.6434611032,1963.02339715129,30906.9132028738,45118.4102385197,1562.76755170276,0,82.9286166206455,12887.0401289312,0,17504.4,0,0,72824.5005273467,0,0,0,0,0,0,0,8.58324634398747,47.3664289740688,1.30868226476753,20.6046088019159,30.0789401590131,1.04184503446851,0,0.0552857444137637,8.59136008595414,0,11.6696,0,0,48.5496670182311,0,0,0,0,0,0,0,177.84966442682,117.630397408589,60.2192670182311,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,470.875183105469,2598.51293945312,71.7940521240234,1130.36474609375,1650.12475585938,57.1554107666016,0,3.03296494483948,471.3203125,0,640.191955566406,0,0,2663.42504882812,0,0,0,0,0,0,0,0.313916802406311,1.732342004776,0.0478627011179924,0.753576517105103,1.10008311271667,0.0381036065518856,0,0.00202197674661875,0.314213544130325,0,0.426794618368149,0,0,1.77561676502228,0,0,0,0,0,0,0,6.5045313835144,4.30212020874023,2.20241141319275,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,14532.736328125,90863.21875,48.5496673583984,0,71049.640625,11.6695995330811,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,2.84769802540541
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","AST or SGOT",NA,"AST or SGOT","lab_ASTSGOT",8,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",0.214279593856907,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,67.378478180547,709.673702073847,19.9236664997668,313.649418604908,234.214642507752,90.6932289614526,0.796737874123895,0.298925617772152,0,0,24.4452016300195,0,0,82.6739689447137,0,0,0,0,0,0,0,8.42230977256837,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,11.3366536201816,0.0995922342654869,0.0373657022215189,0,0,3.05565020375244,0,0,10.3342461180892,0,0,0,0,0,0,0,192.968496361863,179.578600040021,13.3898963218417,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,2.46424674987793,25.9550399780273,0.72867226600647,11.4711637496948,8.56597900390625,3.31694173812866,0.0291392542421818,0.0109326671808958,0,0,0.894039273262024,0,0,3.02365159988403,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0.414617717266083,0.00364240678027272,0.00136658339761198,0,0,0.111754909157753,0,0,0.377956449985504,0,0,0,0,0,0,0,7.05747556686401,6.56776428222656,0.489711374044418,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,91.7888946533203,635.166198730469,10.3342456817627,0,709.673706054688,3.05565023422241,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"RAD","CXR digital",NA,"CXR [digital]","lab_CXRdigital",97,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",2.55217777777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,927.290513794141,15199.7214843293,429.975769097112,6768.51555883406,2789.61423754437,0,0,9.94614879506602,0,0,2877.49833333333,0,0,1086.33102222222,0,0,0,0,0,0,0,9.55969601849629,156.698159632261,4.4327398875991,69.778510915815,28.7589096654058,0,0,0.10253761644398,0,0,29.6649312714777,0,0,11.1992888888889,0,0,0,0,0,0,0,310.194773896387,269.330553736021,40.8642201603665,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,33.9139823913574,555.902465820312,15.7255907058716,247.546279907227,102.025123596191,0,0,0.363762497901917,0,0,105.239326477051,0,0,39.7306022644043,0,0,0,0,0,0,0,0.349628686904907,5.73095321655273,0.162119492888451,2.5520236492157,1.05180537700653,0,0,0.00375012890435755,0,0,1.0849415063858,0,0,0.409593850374222,0,0,0,0,0,0,0,11.3448162078857,9.85028076171875,1.4945353269577,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,9.94614887237549,10915.3955078125,11.1992893218994,0,15199.7216796875,29.6649303436279,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,8.79472504556179
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"LAB","Body fluids analysis",NA,"Body fluid analysis (children)","lab_bodyfluidanalysis",5,NA,NA,NA,NA,NA,NA,NA,NA,"TD","ECON",0.133924746160567,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,42.1115488628419,443.546063796155,12.4522915623542,196.030886628068,146.384151567345,0.523917095294282,0,0.468062698749776,0,0,137.50425916886,0,0,145.055309831399,0,0,0,0,0,0,0,8.42230977256837,88.7092127592309,2.49045831247085,39.2061773256135,29.276830313469,0.104783419058856,0,0.0936125397499552,0,0,27.500851833772,0,0,29.0110619662798,0,0,0,0,0,0,0,224.815298242213,168.303384442162,56.5119138000518,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,1.54015409946442,16.2218990325928,0.455420166254044,7.1694769859314,5.35373687744141,0.0191613249480724,0,0.0171185508370399,0,0,5.02897119522095,0,0,5.30513715744019,0,0,0,0,0,0,0,0.308030843734741,3.24437999725342,0.0910840332508087,1.43389546871185,1.07074737548828,0.00383226503618062,0,0.0034237103536725,0,0,1.00579416751862,0,0,1.06102740764618,0,0,0,0,0,0,0,8.22221565246582,6.15539360046387,2.06682157516479,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,0.991979777812958,396.978881835938,29.0110626220703,0,443.546051025391,27.5008525848389,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,5.07739034295082
"Ethiopia","ET9","Urban","Secondary hospital","Public",2190,63539,12094,40200,0,61269,3305,5625,97,0.297886304207883,2550000,3.64133047950035,75,13,88,483.882795961323,102,33,3.28919348221827,7.85962533333333,0.0561001485253554,2.27213422222222,0.0212333333333333,0.197953382961646,1.18772029776987,0.395906765923291,0,15.2798669662873,"OP","OP treatment visit","DOT","Outpatient treatment visit_DOT","op_treatmentvisit_DOT",1740,NA,1,0,0,NA,NA,NA,NA,"TD","ECON",47.8826910253009,0,0.385057471264368,0,0,0,0,0,0,0,1093.03288424262,0.763483124018838,0.57789017530089,0.699775641025641,0.626724358974359,0.68375,0.510192307692308,0.12497081043956,0.201057692307692,NA,14934.8486385382,82417.5864148797,2277.1071406955,35852.0193153336,52337.3558766829,372.546176449609,0,366.299934063695,14948.9665495602,8802.90604678249,20699.65,0,0,10496,0,0,0,0,0,0,0,8.58324634398746,47.3664289740688,1.30868226476753,20.6046088019159,30.0789401590131,0.214106997959545,0,0.210517203484882,8.59136008595414,5.05914140619683,11.8963505747126,0,0,6.03218390804598,0,0,0,0,0,0,0,139.945566720107,122.017032237348,17.9285344827586,"ETB",2018,0.036573201417923,NA,771.523803710938,2018,546.215209960938,3014.27490234375,83.2810974121094,1311.22314453125,1914.14465332031,13.6252059936523,0,13.3967609405518,546.731567382812,321.950469970703,757.052490234375,0,0,383.872314453125,0,0,0,0,0,0,0,0.313916802406311,1.732342004776,0.0478627011179924,0.753576517105103,1.10008311271667,0.00783057790249586,0,0.00769928796216846,0.314213544130325,0.185029000043869,0.435087621212006,0,0,0.220616281032562,0,0,0,0,0,0,0,5.11825752258301,4.46255350112915,0.655703902244568,39.9757118225098,0.0279230214655399,0.0211352929472923,0.0255930349230766,0.0229213163256645,0.0250069256871939,0.0186593662947416,0.00457058241590858,0.00735332351177931,NA,15687.8125,114204.234375,6.03218412399292,0,82417.5859375,11.8963508605957,FALSE,TRUE,TRUE,FALSE,0.774031309945003,0.682175001521243,11.0594091695819,9.40046474083316,6.64836752513274,3.68827206525341,FALSE,FALSE,TRUE,FALSE,2.84769802540541
