"fc_country","fc_code","fc_geog1","fc_type","fc_ownership","fc_size_m2","fc_opvisits_total","fc_opvisits_TB","fc_ipdays_total","fc_ipdays_tb","ss_lab_total","ss_lab_tb","ss_rad_total","ss_rad_tb","capacity","fc_catchmentpop","fc_timespent_TB","fc_FTE_facility_clin","fc_FTE_facility_support","fc_FTE_total","fc_m2_TB","fc_beds_facility","fc_beds_TB","fc_FTE_TB_doctors","fc_FTE_TB_nurses","fc_FTE_TB_pharm","fc_FTE_TB_lab","fc_FTE_TB_rad","fc_FTE_TB_odirect","fc_FTE_TB_admin","fc_FTE_TB_support","fc_FTE_TB_vol","fc_FTE_TB","outputgroup","output","output_pop2","originaloutputdescription","output_plink","servicestatistics","met_stafftime_obs","met_stafftime_int","met_stafftime_tmst","met_stafftime_ass","met_equip_obs","met_equip_int","met_supp_obs","met_supp_int","met_TDvBU","met_FINvECON","q_bldgspace","q_stafftime_clin","q_stafftime_nurs","q_stafftime_pharm","q_stafftime_lab","q_stafftime_rad","q_stafftime_odirect","q_stafftime_admin","q_stafftime_support","q_stafftime_vol","LCU_p_bldgspace","LCU_p_stafftime_clin","LCU_p_stafftime_nurs","LCU_p_stafftime_pharm","LCU_p_stafftime_lab","LCU_p_stafftime_rad","LCU_p_stafftime_odirect","LCU_p_stafftime_admin","LCU_p_stafftime_support","LCU_p_stafftime_vol","LCU_cost_total_ohd_bldg","LCU_cost_total_ohd_staff","LCU_cost_total_ohd_transport","LCU_cost_total_ohd_other","LCU_cost_total_bldgs","LCU_cost_total_equip_med","LCU_cost_total_equip_other","LCU_cost_total_furniture","LCU_cost_total_vehicles","LCU_cost_total_training","LCU_cost_total_staff_clin","LCU_cost_total_staff_support","LCU_cost_total_staff_vol","LCU_cost_total_supplies_med","LCU_cost_total_drugs","LCU_cost_total_supplies_other","LCU_cost_total_maintenance","LCU_cost_total_utilities","LCU_cost_total_transport","LCU_cost_total_food","LCU_cost_total_other","LCU_unitcost_ohd_bldg","LCU_unitcost_ohd_staff","LCU_unitcost_ohd_transport","LCU_unitcost_ohd_other","LCU_unitcost_bldgs","LCU_unitcost_equip_med","LCU_unitcost_equip_other","LCU_unitcost_furniture","LCU_unitcost_vehicles","LCU_unitcost_training","LCU_unitcost_staff_clin","LCU_unitcost_staff_support","LCU_unitcost_staff_vol","LCU_unitcost_supplies_med","LCU_unitcost_drugs","LCU_unitcost_supplies_other","LCU_unitcost_maintenance","LCU_unitcost_utilities","LCU_unitcost_transport","LCU_unitcost_food","LCU_unitcost_other","LCU_unitcost_total","LCU_unitcost_fixed","LCU_unitcost_variable","met_currency","met_currencyyear_collection","met_USDexchangerate","met_GDPdeflator","USD_GDPpercapita","met_currencyyear_reported","USD_cost_total_ohd_bldg","USD_cost_total_ohd_staff","USD_cost_total_ohd_transport","USD_cost_total_ohd_other","USD_cost_total_bldgs","USD_cost_total_equip_med","USD_cost_total_equip_other","USD_cost_total_furniture","USD_cost_total_vehicles","USD_cost_total_training","USD_cost_total_staff_clin","USD_cost_total_staff_support","USD_cost_total_staff_vol","USD_cost_total_supplies_med","USD_cost_total_drugs","USD_cost_total_supplies_other","USD_cost_total_maintenance","USD_cost_total_utilities","USD_cost_total_transport","USD_cost_total_food","USD_cost_total_other","USD_unitcost_ohd_bldg","USD_unitcost_ohd_staff","USD_unitcost_ohd_transport","USD_unitcost_ohd_other","USD_unitcost_bldgs","USD_unitcost_equip_med","USD_unitcost_equip_other","USD_unitcost_furniture","USD_unitcost_vehicles","USD_unitcost_training","USD_unitcost_staff_clin","USD_unitcost_staff_support","USD_unitcost_staff_vol","USD_unitcost_supplies_med","USD_unitcost_drugs","USD_unitcost_supplies_other","USD_unitcost_maintenance","USD_unitcost_utilities","USD_unitcost_transport","USD_unitcost_food","USD_unitcost_other","USD_unitcost_total","USD_unitcost_fixed","USD_unitcost_variable","USD_p_bldgspace","USD_p_stafftime_clin","USD_p_stafftime_nurs","USD_p_stafftime_pharm","USD_p_stafftime_lab","USD_p_stafftime_rad","USD_p_stafftime_odirect","USD_p_stafftime_admin","USD_p_stafftime_support","USD_p_stafftime_vol","LCU_tc_fixedtradeable","LCU_tc_fixednontradeable","LCU_uc_variabletradeable","LCU_uc_variablenontradeable","LCU_tc_fixedstaff","LCU_uc_variablestaff","fc_init_total","construction_idx","met_PPP","ID_p_bldgspace","ID_unitcost_bldgs","ID_unitcost_staff_clin","ID_unitcost_staff_support","ID_unitcost_staff_vol","ID_unitcost_training","ID_unitcost_utilities","ID_unitcost_ohd_bldg","ID_unitcost_ohd_staff","ID_unitcost_equip_med","ID_unitcost_equip_other","ID_unitcost_furniture","ID_unitcost_vehicles","ID_unitcost_supplies_med","ID_unitcost_drugs","ID_unitcost_supplies_other","ID_unitcost_ohd_transport","ID_unitcost_transport","ID_unitcost_ohd_other","ID_unitcost_other","ID_unitcost_maintenance","ID_unitcost_food","ID_unitcost_fixed","ID_unitcost_variable","ID_unitcost_total","logVisits","logVisitsPP_TB","public","urban","primary","secondary","tertiary","healthcentre"
"Georgia","GE6","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1470,23328,3339,6995,0,19329,950,3012,234,0.43520411288899,90000,1.00097691404506,NA,NA,NA,145.947605136782,30,0,1.11425868725869,1.05962264150943,0,0.205940594059406,0.0445328211501525,0,0.104,0.346666666666667,0,2.87502141064435,"OT","Phone consultation",NA,"Phone consultation_Doctor-Nurse","oth_Phoneconsultation_Doctor-Nurse",186,NA,0,0,0,NA,NA,NA,NA,"TD","FIN",0,0.0806451612903226,0.0645161290322581,0,0,0,0,0,0,0,1.16596483325027,0.136321554487179,0.0312467948717949,NA,0.0557852564102564,0.0623946314102564,NA,0.0485576923076923,0.0245192307692308,NA,0.174486974759014,223.43243184553,0,67.3776171923325,0,0,0,0,0,0,225.457885556916,0,0,0,0,0,0,0,0,0,0,0.000938102014833406,1.20124963357812,0,0.362245253722218,0,0,0,0,0,0,1.21213916966084,0,0,0,0,0,0,0,0,0,0,2.776572158976,1.56443298931517,1.21213916966084,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,0.0689671784639359,88.3132095336914,0,26.6314678192139,0,0,0,0,0,0,89.1137847900391,0,0,0,0,0,0,0,0,0,0,0.000370791298337281,0.474802225828171,0,0.143179938197136,0,0,0,0,0,0,0.479106366634369,0,0,0,0,0,0,0,0,0,0,1.09745931625366,0.618352949619293,0.479106366634369,0.460855662822723,0.0538820363581181,0.0123505117371678,NA,0.0220495071262121,0.024661909788847,NA,0.0191927626729012,0.00969139486551285,NA,0,67.5521011352539,0,0,223.432434082031,1.21213912963867,52,50.4,0.810541391372681,1.43850128526523,0,1.49546856281829,0,0,0,0,0.00115737706281069,1.48203367078362,0,0,0,0,0,0,0,0,0,0.446917649830001,0,0,0,1.93010869767644,1.49546856281829,3.42557726049472,10.0574096348084,1.1574688171355,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"OT","Phone consultation",NA,"Phone consultation_Doctor-Nurse","oth_Phoneconsultation_Doctor-Nurse",355,NA,0,0,0,NA,NA,NA,NA,"TD","FIN",0,0.197183098591549,0.112676056338028,0,0,0,0,0,0,0,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,2.81875542568658,2431.90986078976,0,501.084945171061,0,0,0,0,0,0,768.086924628645,0,0,0,0,0,0,0,0,0,0,0.00794015612869459,6.85045031208384,0,1.41150688780581,0,0,0,0,0,0,2.163625139799,0,0,0,0,0,0,0,0,0,0,10.4335224958173,8.26989735601834,2.163625139799,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,1.11413252353668,961.229187011719,0,198.057281494141,0,0,0,0,0,0,303.591674804688,0,0,0,0,0,0,0,0,0,0,0.0031384015455842,2.70768785476685,0,0.557907819747925,0,0,0,0,0,0,0.855187773704529,0,0,0,0,0,0,0,0,0,0,4.1239218711853,3.26873397827148,0.855187773704529,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,0,503.903686523438,0,0,2431.90991210938,2.16362524032593,29,50.4,0.810541391372681,10.7845414587198,0,2.66935799063244,0,0,0,0,0.00979611431718206,8.45169708172751,0,0,0,0,0,0,0,0,0,1.74143714661551,0,0,0,10.2029303426602,2.66935799063244,12.8722883332926,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"LAB","Biochemistry",NA,"Biochemistry (ALT, AST, Bilirubin, Creatinine)","lab_Biochemistry(ALT,AST,Bilirubin,Creatinine)",51,NA,NA,NA,NA,NA,NA,NA,NA,"TD","FIN",0.103556217338227,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,23.0513160461484,799.274552069931,0,164.197406011627,0.905217747851941,5.90621963070943,1.6463798557725,1.23275733043064,0,0,142.747957993178,0,0,504.110816277402,0,0,0,0,0,0,0,0.451986589140164,15.6720500405869,0,3.21955698062013,0.01774936760494,0.115808228053126,0.0322819579563236,0.0241717123613851,0,0,2.79897956849369,0,0,9.88452580936083,0,0,0,0,0,0,0,32.2171102541775,19.533604876323,12.6835053778545,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,9.11119174957275,315.918792724609,0,64.9001617431641,0.357793569564819,2.33447408676147,0.650743007659912,0.487255841493607,0,0,56.4221153259277,0,0,199.253280639648,0,0,0,0,0,0,0,0.178650826215744,6.19448614120483,0,1.27255213260651,0.00701556028798223,0.0457740016281605,0.0127596668899059,0.00955403596162796,0,0,1.10631597042084,0,0,3.90692710876465,0,0,0,0,0,0,0,12.7340354919434,7.72079229354858,5.01324319839478,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,8.78535652160645,188.153945922852,9.88452625274658,0,799.274536132812,2.79897952079773,29,50.4,0.810541391372681,10.7845414587198,0.0218981631214179,3.45322225155401,0,0,0,0,0.557635419919405,19.3352865225621,0.0457740016281605,0.0127596668899059,0.00955403596162796,0,3.90692710876465,0,0,0,0,3.97210681019965,0,0,0,23.9550146202822,7.36014936031866,31.3151639806009,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"OP","OP monitoring visit",NA,"Outpatient monitoring visit","op_monitoringvisit",136,NA,0.5,0.5,0,NA,NA,NA,NA,"TD","FIN",7.1387333873166,0.882352941176471,0.220588235294118,0,0,0,0,0,0,0,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,1527.3654477469,2083.89487203421,0,351.488137831258,62.4019332250824,0,310.122488035363,77.5052459424744,0,0,942.789219069165,0,0,0,0,0,0,0,0,0,0,11.2306282922566,15.3227564120163,0,2.58447160170043,0.458837744302076,0,2.28031241202472,0.5698915142829,0,0,6.93227366962622,0,0,0,0,0,0,0,0,0,0,39.3791716462092,32.446897976583,6.93227366962622,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,603.701721191406,823.673828125,0,138.928115844727,24.664794921875,0,122.578056335449,30.6344833374023,0,0,372.643951416016,0,0,0,0,0,0,0,0,0,0,4.43898344039917,6.05642509460449,0,1.02153027057648,0.18135878443718,0,0.901309251785278,0.22525355219841,0,0,2.74002909660339,0,0,0,0,0,0,0,0,0,0,15.5648899078369,12.8248605728149,2.74002909660339,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,387.627746582031,1941.25549316406,0,0,2083.89477539062,6.93227386474609,29,50.4,0.810541391372681,10.7845414587198,0.566087986604876,8.55264609977063,0,0,0,0,13.855712258244,18.9043478533116,0,0.901309251785278,0.22525355219841,0,0,0,0,0,0,3.1885744876317,0,0,0,37.6412853897758,8.55264609977063,46.1939314895464,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"LAB","Xpert MTBRIF",NA,"Xpert MTB/RIF","lab_XpertMTBRIF",35,NA,NA,NA,NA,NA,NA,NA,NA,"TD","FIN",0.0710679922909404,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,15.8195306199058,548.521751420541,0,112.684494321705,0.6212278661729,2824.697,750,48.7042253521127,0,0,293.892854691838,0,0,2402.99206737327,0,0,0,0,0,0,0,0.451986589140164,15.6720500405869,0,3.21955698062013,0.01774936760494,80.7056285714286,21.4285714285714,1.39154929577465,0,0,8.39693870548107,0,0,68.6569162106648,0,0,0,0,0,0,0,199.940947189873,122.887092273727,77.0538549161459,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,6.25277853012085,216.807006835938,0,44.5393257141113,0.245544597506523,1116.48095703125,296.442687988281,19.2506809234619,0,0,116.163177490234,0,0,949.799194335938,0,0,0,0,0,0,0,0.178650826215744,6.19448614120483,0,1.27255213260651,0.00701556028798223,31.8994579315186,8.4697904586792,0.550019443035126,0,0,3.3189480304718,0,0,27.1371212005615,0,0,0,0,0,0,0,79.0280380249023,48.5719718933105,30.4560680389404,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,3623.4013671875,129.125259399414,68.6569137573242,0,548.521728515625,8.39693832397461,29,50.4,0.810541391372681,10.7845414587198,0.0218981631214179,10.359666754662,0,0,0,0,0.557635419919405,19.3352865225621,31.8994579315186,8.4697904586792,0.550019443035126,0,27.1371212005615,0,0,0,0,3.97210681019965,0,0,0,64.8061947490355,37.4967879552235,102.302982704259,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"LAB","ECG",NA,"ECG, paper recording","lab_ECG",12,NA,NA,NA,NA,NA,NA,NA,NA,"TD","FIN",0.0243661687854653,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,5.42383906968197,188.064600487043,0,38.6346837674416,0.21299241125928,1.513,0,2.45200909780136,0,0,100.763264465773,0,0,8.7599,0,0,0,0,0,0,0,0.451986589140164,15.6720500405869,0,3.21955698062013,0.01774936760494,0.126083333333333,0,0.204334091483447,0,0,8.39693870548107,0,0,0.729991666666667,0,0,0,0,0,0,0,28.8186907749167,19.6917604027689,9.12693037214774,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,2.14380979537964,74.3338317871094,0,15.2706260681152,0.0841867253184319,0.59802371263504,0,0.969173550605774,0,0,39.8273773193359,0,0,3.46241092681885,0,0,0,0,0,0,0,0.178650826215744,6.19448614120483,0,1.27255213260651,0.00701556028798223,0.0498353093862534,0,0.0807644575834274,0,0,3.3189480304718,0,0,0.288534253835678,0,0,0,0,0,0,0,11.3907861709595,7.78330421447754,3.60748219490051,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,3.9650092124939,44.2715148925781,0.729991674423218,0,188.064605712891,8.39693832397461,29,50.4,0.810541391372681,10.7845414587198,0.0218981631214179,10.359666754662,0,0,0,0,0.557635419919405,19.3352865225621,0.0498353093862534,0,0.0807644575834274,0,0.288534253835678,0,0,0,0,3.97210681019965,0,0,0,24.0175266827722,10.6482010084977,34.6657276912699,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"RAD","CXR film",NA,"CXR [film]","lab_CXRfilm",51,NA,NA,NA,NA,NA,NA,NA,NA,"TD","FIN",0.437697786643569,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,94.2728407370926,654.165992634459,0,132.717960295937,3.82605520797649,34.0226817878586,9.27118078719146,1.47318212141428,0,0,190.090454545455,0,0,115.499349566378,0,0,0,0,0,0,0,1.84848707327633,12.8267841693031,0,2.60231294697916,0.0750206903524802,0.66711140760507,0.181787858572382,0.0288859239492995,0,0,3.72726381461676,0,0,2.2646931287525,0,0,0,0,0,0,0,24.2223470134071,18.2303900700378,5.99195694336926,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,37.2619895935059,258.563629150391,0,52.457691192627,1.51227474212646,13.447699546814,3.6644983291626,0.582285404205322,0,0,75.1345672607422,0,0,45.6519165039062,0,0,0,0,0,0,0,0.730627298355103,5.06987524032593,0,1.02858221530914,0.0296524465084076,0.263680398464203,0.071852907538414,0.0114173609763384,0,0,1.47322678565979,0,0,0.895135581493378,0,0,0,0,0,0,0,9.574049949646,7.20568752288818,2.36836242675781,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,44.7670440673828,230.816848754883,2.26469302177429,0,654.166015625,3.72726392745972,29,50.4,0.810541391372681,10.7845414587198,0.0925562730675974,4.59848670813036,0,0,0,0,2.28055851675366,15.8249588556859,0.263680398464203,0.071852907538414,0.0114173609763384,0,0.895135581493378,0,0,0,0,3.21058612759066,0,0,0,21.7556104400768,5.49362228962374,27.2492327297005,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"LAB","Sputum collection",NA,"Smear induction","lab_smearinduction",36,NA,NA,NA,NA,NA,NA,NA,NA,"TD","FIN",0.0730985063563959,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,16.2715172090459,564.193801461128,0,115.904051302325,0.63897723377784,0,0,50.0957746478873,0,0,100.763264465773,0,0,21.7014084507042,0,0,0,0,570,0,0,0.451986589140164,15.6720500405869,0,3.21955698062013,0.01774936760494,0,0,1.39154929577465,0,0,2.79897956849369,0,0,0.602816901408451,0,0,0,0,15.8333333333333,0,0,39.9880220769622,20.7528922737268,19.2351298032355,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,6.43142938613892,223.001495361328,0,45.8118782043457,0.252560168504715,0,0,19.8007011413574,0,0,39.8273773193359,0,0,8.57763195037842,0,0,0,0,225.296432495117,0,0,0.178650826215744,6.19448614120483,0,1.27255213260651,0.00701556028798223,0,0,0.550019443035126,0,0,1.10631597042084,0,0,0.238267540931702,0,0,0,0,6.25823450088501,0,0,15.8055419921875,8.20272445678711,7.60281801223755,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,50.095775604248,132.814544677734,0.602816879749298,15.8333330154419,564.193786621094,2.79897952079773,29,50.4,0.810541391372681,10.7845414587198,0.0218981631214179,3.45322225155401,0,0,0,0,0.557635419919405,19.3352865225621,0,0,0.550019443035126,0,0.238267540931702,0,0,0,19.5342687022053,3.97210681019965,0,0,0,24.4369463588377,23.225758494691,47.6627048535287,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"OP","OP screening visit",NA,"Outpatient screening visit","op_screeningvisit",13,NA,1,0,0,NA,NA,NA,NA,"TD","FIN",0.682378926728793,0.538461538461538,0,0,0,0,0,0,0,0,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,145.998167799336,199.195833356211,0,33.5981308221056,5.96489067592699,0,29.156378600823,7.29711934156379,0,0,61.9756097560976,0,0,0,0,0,0,0,0,0,0,11.2306282922566,15.3227564120163,0,2.58447160170043,0.458837744302076,0,2.24279835390946,0.561316872427984,0,0,4.76735459662289,0,0,0,0,0,0,0,0,0,0,37.1681638732357,32.4008092766128,4.76735459662289,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,57.7067832946777,78.733528137207,0,13.2798929214478,2.35766434669495,0,11.5242595672607,2.88423681259155,0,0,24.4962882995605,0,0,0,0,0,0,0,0,0,0,4.43898344039917,6.05642509460449,0,1.02153027057648,0.18135878443718,0,0.886481523513794,0.221864372491837,0,0,1.8843297958374,0,0,0,0,0,0,0,0,0,0,14.6909732818604,12.8066434860229,1.8843297958374,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,36.453498840332,185.561187744141,0,0,199.195831298828,4.7673544883728,29,50.4,0.810541391372681,10.7845414587198,0.566087986604876,5.88169172773423,0,0,0,0,13.855712258244,18.9043478533116,0,0.886481523513794,0.221864372491837,0,0,0,0,0,0,3.1885744876317,0,0,0,37.6230684817978,5.88169172773423,43.504760209532,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"Georgia","GE7","Semi-urban","Primary (sub-county/district) hospital","Private for-profit",1887,19785,471,2664,0,14699,187,2998,51,0.271228470506302,28000,0.435955456642224,NA,NA,NA,52.8566218243918,21,0,0.857236517651934,0.727218045112782,0,0.12593221211475,0.0171900826446281,0,0.0906365834004835,0.190957350716625,0,2.0091707916412,"OP","OP diagnostic visit",NA,"Outpatient diagnostic visit","op_diagnosticvisit",94,NA,1,0,0,NA,NA,NA,NA,"TD","FIN",4.93412454711588,0.585106382978723,0,0,0,0,0,0,0,0,8.74131723926712,0.0953830128205128,0.0395192307692308,NA,0.0671314102564103,0.0734655448717949,NA,0.17068108974359,0.0258052884615385,NA,1055.67905947212,1440.33910272953,0,242.94033055984,43.1307479643952,0,214.349366730324,53.5698023425926,0,0,486.951219512195,0,0,0.254439077488264,0,0,0,0,0,0,0,11.2306282922566,15.3227564120163,0,2.58447160170043,0.458837744302076,0,2.28031241202473,0.5698915142829,0,0,5.18033212247016,0,0,0.00270679869668367,0,0,0,0,0,0,0,37.6299368977498,32.446897976583,5.18303892116684,"GEL",2018,0.395256906747818,NA,4722.78759765625,2018,417.264434814453,569.303955078125,0,96.0238418579102,17.0477256774902,0,84.7230682373047,21.1738338470459,0,0,192.470825195312,0,0,0.100568801164627,0,0,0,0,0,0,0,4.43898344039917,6.05642509460449,0,1.02153027057648,0.18135878443718,0,0.901309251785278,0.22525355219841,0,0,2.04756212234497,0,0,0.00106988090556115,0,0,0,0,0,0,0,14.8734922409058,12.8248605728149,2.0486319065094,3.45506596565247,0.0377007946372032,0.0156202493235469,NA,0.0265341531485319,0.0290377642959356,NA,0.0674628764390945,0.0101997181773186,NA,267.919158935547,1341.75012207031,0.00270679872483015,0,1440.33911132812,5.18033218383789,29,50.4,0.810541391372681,10.7845414587198,0.566087986604876,6.39119997770513,0,0,0,0,13.855712258244,18.9043478533116,0,0.901309251785278,0.22525355219841,0,0.00106988090556115,0,0,0,0,3.1885744876317,0,0,0,37.6412853897758,6.39226985861069,44.0335552483865,9.89267935381952,-0.442761852764018,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
